doc1,doc2,relations,detail
258,91,2,"['P527', 'P361']"
258,92,2,"['P527', 'P361']"
258,95,2,"['P527', 'P361']"
258,98,4,"['P527', 'P1889', 'P1382', 'P361']"
258,108,2,"['P527', 'P361']"
258,111,3,"['P527', 'P527', 'P361']"
258,112,2,"['P527', 'P361']"
258,139,2,"['P527', 'P361']"
258,145,2,"['P527', 'P361']"
258,172,2,"['P527', 'P361']"
258,177,2,"['P527', 'P361']"
258,196,2,"['P527', 'P361']"
258,214,2,"['P527', 'P361']"
258,219,2,"['P527', 'P361']"
258,222,2,"['P527', 'P361']"
258,280,2,"['P527', 'P361']"
258,281,2,"['P527', 'P361']"
258,296,2,"['P527', 'P361']"
258,84,2,"['P1889', 'P1382']"
258,24,1,['P527']
258,39,1,['P527']
258,94,1,['P527']
258,117,1,['P527']
258,123,2,"['P279', 'P361']"
258,240,2,"['P279', 'P361']"
258,277,2,"['P279', 'P361']"
258,278,2,"['P279', 'P361']"
259,46,1,['P279']
259,191,1,['P279']
259,8,1,['P460']
259,37,1,['P460']
259,99,1,['P460']
259,103,1,['P460']
259,106,1,['P460']
259,108,1,['P460']
259,109,1,['P460']
259,123,2,"['P460', 'P180']"
259,169,1,['P460']
259,175,1,['P460']
259,181,1,['P460']
259,193,1,['P460']
259,207,1,['P460']
259,214,1,['P460']
259,244,1,['P460']
259,254,1,['P460']
259,262,1,['P460']
259,288,1,['P460']
259,240,1,['P180']
259,277,1,['P180']
259,278,1,['P180']
259,55,1,['P31']
259,110,1,['P31']
259,111,1,['P31']
259,174,1,['P31']
259,180,1,['P31']
259,247,1,['P31']
259,251,1,['P31']
259,296,1,['P31']
260,12,1,['P361']
260,15,3,"['P361', 'P527', 'P361']"
260,87,1,['P361']
260,90,3,"['P361', 'P527', 'P361']"
260,111,4,"['P361', 'P527', 'P361', 'P31']"
260,117,1,['P361']
260,174,2,"['P361', 'P31']"
260,180,2,"['P361', 'P31']"
260,123,1,['P180']
260,240,1,['P180']
260,277,2,"['P180', 'P279']"
260,278,1,['P180']
260,6,2,"['P527', 'P361']"
260,13,2,"['P527', 'P361']"
260,19,2,"['P527', 'P361']"
260,41,2,"['P527', 'P361']"
260,46,2,"['P527', 'P361']"
260,55,3,"['P527', 'P361', 'P31']"
260,56,2,"['P527', 'P361']"
260,89,2,"['P527', 'P361']"
260,91,2,"['P527', 'P361']"
260,92,3,"['P527', 'P361', 'P279']"
260,95,2,"['P527', 'P361']"
260,98,2,"['P527', 'P361']"
260,108,2,"['P527', 'P361']"
260,112,2,"['P527', 'P361']"
260,139,2,"['P527', 'P361']"
260,145,2,"['P527', 'P361']"
260,172,2,"['P527', 'P361']"
260,177,4,"['P527', 'P3095', 'P361', 'P425']"
260,196,2,"['P527', 'P361']"
260,214,2,"['P527', 'P361']"
260,219,2,"['P527', 'P361']"
260,222,2,"['P527', 'P361']"
260,280,2,"['P527', 'P361']"
260,281,2,"['P527', 'P361']"
260,296,3,"['P527', 'P361', 'P31']"
260,58,1,['P279']
260,62,1,['P279']
260,124,1,['P279']
260,129,1,['P279']
260,151,1,['P279']
260,153,1,['P279']
260,169,1,['P279']
260,292,1,['P279']
260,93,2,"['P3095', 'P425']"
260,103,2,"['P3095', 'P425']"
260,245,2,"['P3095', 'P425']"
260,262,2,"['P3095', 'P425']"
260,286,2,"['P3095', 'P425']"
260,110,1,['P31']
260,247,1,['P31']
260,251,1,['P31']
262,46,7,"['P279', 'P527', 'P460', 'P279', 'P1269', 'P361', 'P31']"
262,191,3,"['P279', 'P279', 'P1269']"
262,8,1,['P460']
262,37,3,"['P460', 'P460', 'P460']"
262,99,4,"['P460', 'P460', 'P425', 'P3095']"
262,103,7,"['P460', 'P1382', 'P460', 'P460', 'P3095', 'P1382', 'P425']"
262,106,3,"['P460', 'P460', 'P279']"
262,108,4,"['P460', 'P527', 'P460', 'P361']"
262,109,2,"['P460', 'P460']"
262,123,6,"['P460', 'P180', 'P460', 'P279', 'P1382', 'P527']"
262,169,3,"['P460', 'P460', 'P279']"
262,175,3,"['P460', 'P425', 'P3095']"
262,181,2,"['P460', 'P460']"
262,193,4,"['P460', 'P460', 'P425', 'P3095']"
262,207,6,"['P460', 'P460', 'P460', 'P425', 'P1382', 'P3095']"
262,214,3,"['P460', 'P527', 'P361']"
262,244,1,['P460']
262,254,2,"['P460', 'P460']"
262,262,9,"['P460', 'P1382', 'P460', 'P460', 'P3095', 'P425', 'P1382', 'P3095', 'P425']"
262,288,3,"['P460', 'P460', 'P1382']"
262,93,6,"['P1382', 'P279', 'P460', 'P460', 'P3095', 'P425']"
262,177,9,"['P1382', 'P527', 'P460', 'P3095', 'P279', 'P1382', 'P361', 'P527', 'P425']"
262,245,8,"['P1382', 'P460', 'P460', 'P3095', 'P279', 'P1382', 'P527', 'P425']"
262,286,7,"['P1382', 'P460', 'P460', 'P3095', 'P425', 'P3095', 'P425']"
262,12,2,"['P361', 'P1382']"
262,15,3,"['P361', 'P527', 'P361']"
262,87,2,"['P361', 'P279']"
262,90,5,"['P361', 'P527', 'P425', 'P361', 'P3095']"
262,111,7,"['P361', 'P527', 'P425', 'P279', 'P361', 'P3095', 'P31']"
262,117,6,"['P361', 'P460', 'P425', 'P1382', 'P3095', 'P279']"
262,174,2,"['P361', 'P31']"
262,180,2,"['P361', 'P31']"
262,240,1,['P180']
262,277,2,"['P180', 'P279']"
262,278,1,['P180']
262,6,3,"['P527', 'P460', 'P361']"
262,13,2,"['P527', 'P361']"
262,19,2,"['P527', 'P361']"
262,41,6,"['P527', 'P460', 'P460', 'P425', 'P361', 'P3095']"
262,55,4,"['P527', 'P460', 'P361', 'P31']"
262,56,3,"['P527', 'P460', 'P361']"
262,89,3,"['P527', 'P460', 'P361']"
262,91,2,"['P527', 'P361']"
262,92,4,"['P527', 'P279', 'P361', 'P279']"
262,95,2,"['P527', 'P361']"
262,98,2,"['P527', 'P361']"
262,112,2,"['P527', 'P361']"
262,139,4,"['P527', 'P460', 'P1382', 'P361']"
262,145,3,"['P527', 'P460', 'P361']"
262,172,2,"['P527', 'P361']"
262,196,2,"['P527', 'P361']"
262,219,2,"['P527', 'P361']"
262,222,3,"['P527', 'P460', 'P361']"
262,280,3,"['P527', 'P1382', 'P361']"
262,281,3,"['P527', 'P1382', 'P361']"
262,296,4,"['P527', 'P460', 'P361', 'P31']"
262,107,1,['P279']
262,0,2,"['P460', 'P1382']"
262,1,1,['P460']
262,5,1,['P460']
262,14,1,['P460']
262,24,1,['P460']
262,26,3,"['P460', 'P279', 'P527']"
262,34,3,"['P460', 'P425', 'P3095']"
262,39,1,['P460']
262,43,1,['P460']
262,48,3,"['P460', 'P425', 'P3095']"
262,57,2,"['P460', 'P1382']"
262,58,3,"['P460', 'P279', 'P1382']"
262,61,3,"['P460', 'P425', 'P3095']"
262,62,2,"['P460', 'P279']"
262,74,1,['P460']
262,78,1,['P460']
262,86,2,"['P460', 'P1382']"
262,96,2,"['P460', 'P460']"
262,100,2,"['P460', 'P460']"
262,118,1,['P460']
262,119,3,"['P460', 'P460', 'P31']"
262,121,2,"['P460', 'P1382']"
262,122,1,['P460']
262,124,2,"['P460', 'P279']"
262,125,1,['P460']
262,127,2,"['P460', 'P1382']"
262,132,3,"['P460', 'P460', 'P279']"
262,134,4,"['P460', 'P279', 'P1382', 'P527']"
262,144,2,"['P460', 'P1382']"
262,147,1,['P460']
262,148,1,['P460']
262,152,1,['P460']
262,154,1,['P460']
262,155,1,['P460']
262,157,1,['P460']
262,170,2,"['P460', 'P460']"
262,178,1,['P460']
262,198,1,['P460']
262,206,1,['P460']
262,209,1,['P460']
262,212,2,"['P460', 'P1382']"
262,213,1,['P460']
262,221,1,['P460']
262,224,1,['P460']
262,233,1,['P460']
262,241,4,"['P460', 'P425', 'P3095', 'P279']"
262,249,2,"['P460', 'P1382']"
262,253,2,"['P460', 'P1382']"
262,259,1,['P460']
262,264,1,['P460']
262,266,1,['P460']
262,267,1,['P460']
262,269,2,"['P460', 'P1382']"
262,273,1,['P460']
262,283,1,['P460']
262,289,3,"['P460', 'P425', 'P3095']"
262,294,3,"['P460', 'P425', 'P3095']"
262,129,1,['P279']
262,151,3,"['P279', 'P279', 'P527']"
262,153,1,['P279']
262,292,1,['P279']
262,160,2,"['P425', 'P3095']"
262,176,2,"['P425', 'P3095']"
262,260,2,"['P425', 'P3095']"
262,287,2,"['P425', 'P3095']"
262,226,1,['P279']
262,158,3,"['P279', 'P1382', 'P527']"
262,268,2,"['P279', 'P527']"
262,293,3,"['P279', 'P1382', 'P527']"
262,10,1,['P1382']
262,38,1,['P1382']
262,44,1,['P1382']
262,110,1,['P31']
262,247,1,['P31']
262,251,1,['P31']
262,94,1,['P279']
262,114,1,['P279']
262,126,1,['P279']
264,46,1,['P279']
264,191,1,['P279']
264,8,1,['P460']
264,37,1,['P460']
264,99,1,['P460']
264,103,1,['P460']
264,106,1,['P460']
264,108,1,['P460']
264,109,1,['P460']
264,123,1,['P460']
264,169,1,['P460']
264,175,1,['P460']
264,181,1,['P460']
264,193,1,['P460']
264,207,1,['P460']
264,214,1,['P460']
264,244,1,['P460']
264,254,1,['P460']
264,262,1,['P460']
264,288,1,['P460']
266,46,1,['P279']
266,191,1,['P279']
266,8,1,['P460']
266,37,1,['P460']
266,99,1,['P460']
266,103,1,['P460']
266,106,1,['P460']
266,108,1,['P460']
266,109,1,['P460']
266,123,1,['P460']
266,169,1,['P460']
266,175,2,"['P460', 'P279']"
266,181,2,"['P460', 'P279']"
266,193,1,['P460']
266,207,1,['P460']
266,214,1,['P460']
266,244,1,['P460']
266,254,1,['P460']
266,262,1,['P460']
266,288,1,['P460']
266,179,1,['P279']
266,93,1,['P279']
266,107,1,['P279']
266,43,1,['P186']
266,56,1,['P186']
266,89,1,['P186']
266,92,1,['P186']
266,94,1,['P186']
266,98,1,['P186']
266,114,1,['P186']
266,174,1,['P186']
266,180,1,['P186']
266,111,1,['P279']
266,160,1,['P279']
266,182,1,['P279']
266,211,1,['P279']
266,246,1,['P279']
266,275,1,['P279']
266,287,1,['P279']
267,46,2,"['P279', 'P1269']"
267,191,2,"['P279', 'P1269']"
267,8,1,['P460']
267,37,1,['P460']
267,99,1,['P460']
267,103,1,['P460']
267,106,1,['P460']
267,108,1,['P460']
267,109,1,['P460']
267,123,1,['P460']
267,169,1,['P460']
267,175,1,['P460']
267,181,1,['P460']
267,193,1,['P460']
267,207,1,['P460']
267,214,1,['P460']
267,244,1,['P460']
267,254,1,['P460']
267,262,1,['P460']
267,288,1,['P460']
267,92,1,['P361']
267,142,1,['P361']
267,221,1,['P361']
268,123,2,"['P527', 'P279']"
268,177,2,"['P527', 'P279']"
268,207,2,"['P527', 'P279']"
268,253,2,"['P527', 'P279']"
268,262,2,"['P527', 'P279']"
268,292,2,"['P527', 'P279']"
269,46,2,"['P279', 'P361']"
269,191,3,"['P279', 'P2670', 'P361']"
269,8,1,['P460']
269,37,1,['P460']
269,99,1,['P460']
269,103,3,"['P460', 'P1382', 'P425']"
269,106,1,['P460']
269,108,4,"['P460', 'P2670', 'P361', 'P361']"
269,109,1,['P460']
269,123,3,"['P460', 'P2670', 'P361']"
269,169,2,"['P460', 'P279']"
269,175,1,['P460']
269,181,1,['P460']
269,193,1,['P460']
269,207,1,['P460']
269,214,2,"['P460', 'P361']"
269,244,1,['P460']
269,254,1,['P460']
269,262,2,"['P460', 'P1382']"
269,288,1,['P460']
269,93,3,"['P1382', 'P279', 'P366']"
269,177,2,"['P1382', 'P361']"
269,245,3,"['P1382', 'P2670', 'P361']"
269,286,1,['P1382']
269,107,2,"['P279', 'P366']"
269,12,1,['P361']
269,15,2,"['P361', 'P361']"
269,87,1,['P361']
269,90,2,"['P361', 'P361']"
269,111,4,"['P361', 'P2670', 'P361', 'P361']"
269,117,1,['P361']
269,174,1,['P361']
269,180,1,['P361']
269,16,2,"['P2670', 'P361']"
269,27,2,"['P2670', 'P361']"
269,43,2,"['P2670', 'P361']"
269,92,3,"['P2670', 'P361', 'P361']"
269,94,2,"['P2670', 'P361']"
269,97,2,"['P2670', 'P361']"
269,98,3,"['P2670', 'P361', 'P361']"
269,119,2,"['P2670', 'P361']"
269,131,2,"['P2670', 'P361']"
269,209,2,"['P2670', 'P361']"
269,240,2,"['P2670', 'P361']"
269,6,1,['P361']
269,13,1,['P361']
269,19,1,['P361']
269,41,1,['P361']
269,55,2,"['P361', 'P425']"
269,56,1,['P361']
269,89,1,['P361']
269,91,1,['P361']
269,95,1,['P361']
269,112,1,['P361']
269,139,1,['P361']
269,145,1,['P361']
269,172,1,['P361']
269,196,1,['P361']
269,219,1,['P361']
269,222,1,['P361']
269,280,1,['P361']
269,281,1,['P361']
269,296,1,['P361']
269,58,1,['P279']
269,62,1,['P279']
269,124,1,['P279']
269,129,1,['P279']
269,151,1,['P279']
269,153,1,['P279']
269,277,1,['P279']
269,292,1,['P279']
270,6,2,"['P527', 'P361']"
270,13,2,"['P527', 'P361']"
270,15,2,"['P527', 'P361']"
270,19,2,"['P527', 'P361']"
270,41,2,"['P527', 'P361']"
270,46,2,"['P527', 'P361']"
270,55,2,"['P527', 'P361']"
270,56,2,"['P527', 'P361']"
270,89,2,"['P527', 'P361']"
270,90,2,"['P527', 'P361']"
270,91,2,"['P527', 'P361']"
270,92,2,"['P527', 'P361']"
270,95,2,"['P527', 'P361']"
270,98,2,"['P527', 'P361']"
270,108,2,"['P527', 'P361']"
270,111,2,"['P527', 'P361']"
270,112,2,"['P527', 'P361']"
270,139,2,"['P527', 'P361']"
270,145,2,"['P527', 'P361']"
270,172,2,"['P527', 'P361']"
270,177,2,"['P527', 'P361']"
270,196,2,"['P527', 'P361']"
270,214,2,"['P527', 'P361']"
270,219,2,"['P527', 'P361']"
270,222,2,"['P527', 'P361']"
270,280,2,"['P527', 'P361']"
270,281,2,"['P527', 'P361']"
270,296,2,"['P527', 'P361']"
273,46,3,"['P279', 'P527', 'P361']"
273,191,1,['P279']
273,8,1,['P460']
273,37,1,['P460']
273,99,1,['P460']
273,103,1,['P460']
273,106,1,['P460']
273,108,3,"['P460', 'P527', 'P361']"
273,109,1,['P460']
273,123,1,['P460']
273,169,1,['P460']
273,175,1,['P460']
273,181,1,['P460']
273,193,1,['P460']
273,207,1,['P460']
273,214,3,"['P460', 'P527', 'P361']"
273,244,1,['P460']
273,254,1,['P460']
273,262,1,['P460']
273,288,1,['P460']
273,6,2,"['P527', 'P361']"
273,13,2,"['P527', 'P361']"
273,15,2,"['P527', 'P361']"
273,19,2,"['P527', 'P361']"
273,41,2,"['P527', 'P361']"
273,55,2,"['P527', 'P361']"
273,56,2,"['P527', 'P361']"
273,89,2,"['P527', 'P361']"
273,90,2,"['P527', 'P361']"
273,91,2,"['P527', 'P361']"
273,92,2,"['P527', 'P361']"
273,95,2,"['P527', 'P361']"
273,98,2,"['P527', 'P361']"
273,111,2,"['P527', 'P361']"
273,112,2,"['P527', 'P361']"
273,139,2,"['P527', 'P361']"
273,145,2,"['P527', 'P361']"
273,172,2,"['P527', 'P361']"
273,177,2,"['P527', 'P361']"
273,196,2,"['P527', 'P361']"
273,219,2,"['P527', 'P361']"
273,222,2,"['P527', 'P361']"
273,280,2,"['P527', 'P361']"
273,281,2,"['P527', 'P361']"
273,296,2,"['P527', 'P361']"
275,6,2,"['P527', 'P361']"
275,13,2,"['P527', 'P361']"
275,15,3,"['P527', 'P279', 'P361']"
275,19,2,"['P527', 'P361']"
275,41,2,"['P527', 'P361']"
275,46,2,"['P527', 'P361']"
275,55,2,"['P527', 'P361']"
275,56,2,"['P527', 'P361']"
275,89,3,"['P527', 'P279', 'P361']"
275,90,2,"['P527', 'P361']"
275,91,2,"['P527', 'P361']"
275,92,2,"['P527', 'P361']"
275,95,2,"['P527', 'P361']"
275,98,2,"['P527', 'P361']"
275,108,2,"['P527', 'P361']"
275,111,2,"['P527', 'P361']"
275,112,2,"['P527', 'P361']"
275,139,2,"['P527', 'P361']"
275,145,2,"['P527', 'P361']"
275,172,2,"['P527', 'P361']"
275,177,3,"['P527', 'P279', 'P361']"
275,196,2,"['P527', 'P361']"
275,214,2,"['P527', 'P361']"
275,219,2,"['P527', 'P361']"
275,222,2,"['P527', 'P361']"
275,280,2,"['P527', 'P361']"
275,281,2,"['P527', 'P361']"
275,296,3,"['P527', 'P279', 'P361']"
275,2,1,['P279']
275,49,1,['P279']
275,93,2,"['P279', 'P279']"
275,104,1,['P279']
275,120,1,['P279']
275,198,1,['P279']
275,86,1,['P279']
275,121,1,['P279']
275,123,1,['P279']
275,152,1,['P279']
275,239,1,['P279']
275,245,1,['P279']
275,266,1,['P279']
275,17,1,['P279']
275,124,1,['P279']
277,15,3,"['P461', 'P279', 'P180']"
277,90,3,"['P461', 'P279', 'P279']"
277,97,1,['P461']
277,111,6,"['P461', 'P279', 'P279', 'P279', 'P361', 'P279']"
277,116,3,"['P461', 'P279', 'P279']"
277,174,1,['P461']
277,180,1,['P461']
277,14,1,['P279']
277,91,2,"['P279', 'P180']"
277,93,1,['P279']
277,103,1,['P279']
277,110,1,['P279']
277,117,3,"['P279', 'P279', 'P279']"
277,240,1,['P279']
277,241,3,"['P279', 'P279', 'P279']"
277,247,3,"['P279', 'P279', 'P361']"
277,269,1,['P279']
277,1,3,"['P279', 'P361', 'P180']"
277,16,2,"['P279', 'P361']"
277,58,3,"['P279', 'P361', 'P180']"
277,100,2,"['P279', 'P361']"
277,107,2,"['P279', 'P361']"
277,207,4,"['P279', 'P361', 'P180', 'P279']"
277,217,2,"['P279', 'P361']"
277,254,2,"['P279', 'P361']"
277,258,2,"['P279', 'P361']"
277,296,2,"['P279', 'P361']"
277,37,1,['P180']
277,48,2,"['P180', 'P279']"
277,61,2,"['P180', 'P279']"
277,86,1,['P180']
277,99,2,"['P180', 'P279']"
277,119,1,['P180']
277,121,1,['P180']
277,127,1,['P180']
277,134,1,['P180']
277,169,1,['P180']
277,182,1,['P180']
277,193,2,"['P180', 'P279']"
277,221,1,['P180']
277,245,1,['P180']
277,249,1,['P180']
277,250,1,['P180']
277,253,1,['P180']
277,259,1,['P180']
277,260,2,"['P180', 'P279']"
277,262,2,"['P180', 'P279']"
277,293,1,['P180']
277,34,1,['P279']
277,41,1,['P279']
277,160,1,['P279']
277,175,1,['P279']
277,176,1,['P279']
277,286,1,['P279']
277,287,1,['P279']
277,289,1,['P279']
277,294,1,['P279']
278,84,2,"['P1889', 'P1382']"
278,90,2,"['P1889', 'P1382']"
278,98,2,"['P1889', 'P1382']"
278,1,3,"['P279', 'P361', 'P180']"
278,16,2,"['P279', 'P361']"
278,58,3,"['P279', 'P361', 'P180']"
278,100,2,"['P279', 'P361']"
278,107,2,"['P279', 'P361']"
278,111,2,"['P279', 'P361']"
278,207,3,"['P279', 'P361', 'P180']"
278,217,2,"['P279', 'P361']"
278,247,2,"['P279', 'P361']"
278,254,2,"['P279', 'P361']"
278,258,2,"['P279', 'P361']"
278,296,2,"['P279', 'P361']"
278,15,1,['P180']
278,37,1,['P180']
278,48,1,['P180']
278,61,1,['P180']
278,86,1,['P180']
278,91,1,['P180']
278,99,1,['P180']
278,119,1,['P180']
278,121,1,['P180']
278,127,1,['P180']
278,134,1,['P180']
278,169,1,['P180']
278,182,1,['P180']
278,193,1,['P180']
278,221,1,['P180']
278,245,1,['P180']
278,249,1,['P180']
278,250,1,['P180']
278,253,1,['P180']
278,259,1,['P180']
278,260,1,['P180']
278,262,1,['P180']
278,293,1,['P180']
279,92,1,['P361']
279,142,1,['P361']
279,221,1,['P361']
280,93,1,['P1382']
280,103,3,"['P1382', 'P361', 'P527']"
280,177,2,"['P1382', 'P361']"
280,245,4,"['P1382', 'P361', 'P527', 'P361']"
280,262,3,"['P1382', 'P361', 'P527']"
280,286,1,['P1382']
280,1,2,"['P361', 'P527']"
280,2,2,"['P361', 'P527']"
280,5,2,"['P361', 'P527']"
280,6,2,"['P361', 'P527']"
280,8,2,"['P361', 'P527']"
280,10,2,"['P361', 'P527']"
280,11,2,"['P361', 'P527']"
280,12,2,"['P361', 'P527']"
280,14,2,"['P361', 'P527']"
280,15,2,"['P361', 'P527']"
280,19,3,"['P361', 'P527', 'P279']"
280,26,2,"['P361', 'P527']"
280,27,2,"['P361', 'P527']"
280,35,2,"['P361', 'P527']"
280,37,2,"['P361', 'P527']"
280,39,3,"['P361', 'P527', 'P279']"
280,40,3,"['P361', 'P527', 'P361']"
280,46,2,"['P361', 'P527']"
280,50,2,"['P361', 'P527']"
280,53,2,"['P361', 'P527']"
280,56,3,"['P361', 'P527', 'P279']"
280,59,2,"['P361', 'P527']"
280,70,2,"['P361', 'P527']"
280,83,2,"['P361', 'P527']"
280,84,3,"['P361', 'P527', 'P279']"
280,87,2,"['P361', 'P527']"
280,88,2,"['P361', 'P527']"
280,90,3,"['P361', 'P527', 'P279']"
280,92,3,"['P361', 'P527', 'P279']"
280,94,2,"['P361', 'P527']"
280,96,2,"['P361', 'P527']"
280,97,2,"['P361', 'P527']"
280,99,2,"['P361', 'P527']"
280,102,2,"['P361', 'P527']"
280,105,2,"['P361', 'P527']"
280,106,2,"['P361', 'P527']"
280,107,2,"['P361', 'P527']"
280,108,3,"['P361', 'P527', 'P361']"
280,109,2,"['P361', 'P527']"
280,111,3,"['P361', 'P527', 'P361']"
280,112,2,"['P361', 'P527']"
280,116,2,"['P361', 'P527']"
280,117,2,"['P361', 'P527']"
280,119,3,"['P361', 'P527', 'P361']"
280,123,2,"['P361', 'P527']"
280,125,2,"['P361', 'P527']"
280,127,2,"['P361', 'P527']"
280,132,2,"['P361', 'P527']"
280,137,2,"['P361', 'P527']"
280,144,3,"['P361', 'P527', 'P279']"
280,145,3,"['P361', 'P527', 'P279']"
280,148,2,"['P361', 'P527']"
280,149,2,"['P361', 'P527']"
280,157,2,"['P361', 'P527']"
280,160,2,"['P361', 'P527']"
280,162,2,"['P361', 'P527']"
280,173,2,"['P361', 'P527']"
280,174,2,"['P361', 'P527']"
280,175,2,"['P361', 'P527']"
280,180,2,"['P361', 'P527']"
280,191,2,"['P361', 'P527']"
280,193,2,"['P361', 'P527']"
280,203,2,"['P361', 'P527']"
280,204,2,"['P361', 'P527']"
280,213,3,"['P361', 'P527', 'P279']"
280,221,2,"['P361', 'P527']"
280,223,2,"['P361', 'P527']"
280,233,2,"['P361', 'P527']"
280,246,2,"['P361', 'P527']"
280,251,2,"['P361', 'P527']"
280,252,2,"['P361', 'P527']"
280,255,2,"['P361', 'P527']"
280,258,2,"['P361', 'P527']"
280,260,2,"['P361', 'P527']"
280,270,2,"['P361', 'P527']"
280,273,2,"['P361', 'P527']"
280,275,2,"['P361', 'P527']"
280,287,2,"['P361', 'P527']"
280,291,2,"['P361', 'P527']"
280,295,2,"['P361', 'P527']"
280,298,2,"['P361', 'P527']"
280,80,1,['P279']
280,118,1,['P279']
280,205,1,['P279']
280,20,1,['P361']
280,89,1,['P361']
280,91,1,['P361']
280,98,1,['P361']
280,115,1,['P361']
280,207,1,['P361']
280,269,1,['P361']
280,285,1,['P361']
281,93,1,['P1382']
281,103,3,"['P1382', 'P361', 'P527']"
281,177,2,"['P1382', 'P361']"
281,245,4,"['P1382', 'P361', 'P527', 'P361']"
281,262,3,"['P1382', 'P361', 'P527']"
281,286,1,['P1382']
281,1,2,"['P361', 'P527']"
281,2,2,"['P361', 'P527']"
281,5,2,"['P361', 'P527']"
281,6,2,"['P361', 'P527']"
281,8,2,"['P361', 'P527']"
281,10,2,"['P361', 'P527']"
281,11,2,"['P361', 'P527']"
281,12,2,"['P361', 'P527']"
281,14,2,"['P361', 'P527']"
281,15,2,"['P361', 'P527']"
281,19,3,"['P361', 'P527', 'P279']"
281,26,2,"['P361', 'P527']"
281,27,2,"['P361', 'P527']"
281,35,2,"['P361', 'P527']"
281,37,2,"['P361', 'P527']"
281,39,3,"['P361', 'P527', 'P279']"
281,40,3,"['P361', 'P527', 'P361']"
281,46,2,"['P361', 'P527']"
281,50,2,"['P361', 'P527']"
281,53,2,"['P361', 'P527']"
281,56,3,"['P361', 'P527', 'P279']"
281,59,2,"['P361', 'P527']"
281,70,2,"['P361', 'P527']"
281,83,2,"['P361', 'P527']"
281,84,3,"['P361', 'P527', 'P279']"
281,87,2,"['P361', 'P527']"
281,88,2,"['P361', 'P527']"
281,90,3,"['P361', 'P527', 'P279']"
281,92,3,"['P361', 'P527', 'P279']"
281,94,2,"['P361', 'P527']"
281,96,2,"['P361', 'P527']"
281,97,2,"['P361', 'P527']"
281,99,2,"['P361', 'P527']"
281,102,2,"['P361', 'P527']"
281,105,2,"['P361', 'P527']"
281,106,2,"['P361', 'P527']"
281,107,2,"['P361', 'P527']"
281,108,3,"['P361', 'P527', 'P361']"
281,109,2,"['P361', 'P527']"
281,111,3,"['P361', 'P527', 'P361']"
281,112,2,"['P361', 'P527']"
281,116,2,"['P361', 'P527']"
281,117,2,"['P361', 'P527']"
281,119,3,"['P361', 'P527', 'P361']"
281,123,2,"['P361', 'P527']"
281,125,2,"['P361', 'P527']"
281,127,2,"['P361', 'P527']"
281,132,2,"['P361', 'P527']"
281,137,2,"['P361', 'P527']"
281,144,3,"['P361', 'P527', 'P279']"
281,145,3,"['P361', 'P527', 'P279']"
281,148,2,"['P361', 'P527']"
281,149,2,"['P361', 'P527']"
281,157,2,"['P361', 'P527']"
281,160,2,"['P361', 'P527']"
281,162,2,"['P361', 'P527']"
281,173,2,"['P361', 'P527']"
281,174,2,"['P361', 'P527']"
281,175,2,"['P361', 'P527']"
281,180,2,"['P361', 'P527']"
281,191,2,"['P361', 'P527']"
281,193,2,"['P361', 'P527']"
281,203,2,"['P361', 'P527']"
281,204,2,"['P361', 'P527']"
281,213,3,"['P361', 'P527', 'P279']"
281,221,2,"['P361', 'P527']"
281,223,2,"['P361', 'P527']"
281,233,2,"['P361', 'P527']"
281,246,2,"['P361', 'P527']"
281,251,2,"['P361', 'P527']"
281,252,2,"['P361', 'P527']"
281,255,2,"['P361', 'P527']"
281,258,2,"['P361', 'P527']"
281,260,2,"['P361', 'P527']"
281,270,2,"['P361', 'P527']"
281,273,2,"['P361', 'P527']"
281,275,2,"['P361', 'P527']"
281,287,2,"['P361', 'P527']"
281,291,2,"['P361', 'P527']"
281,295,2,"['P361', 'P527']"
281,298,2,"['P361', 'P527']"
281,80,1,['P279']
281,118,1,['P279']
281,205,1,['P279']
281,20,1,['P361']
281,89,1,['P361']
281,91,1,['P361']
281,98,1,['P361']
281,115,1,['P361']
281,207,1,['P361']
281,269,1,['P361']
281,285,1,['P361']
283,46,1,['P279']
283,191,1,['P279']
283,8,1,['P460']
283,37,1,['P460']
283,99,1,['P460']
283,103,1,['P460']
283,106,1,['P460']
283,108,1,['P460']
283,109,1,['P460']
283,123,1,['P460']
283,169,1,['P460']
283,175,1,['P460']
283,181,1,['P460']
283,193,1,['P460']
283,207,1,['P460']
283,214,1,['P460']
283,244,1,['P460']
283,254,1,['P460']
283,262,1,['P460']
283,288,1,['P460']
285,55,2,"['P279', 'P361']"
285,87,1,['P279']
285,247,1,['P279']
285,16,2,"['P2670', 'P361']"
285,27,2,"['P2670', 'P361']"
285,43,2,"['P2670', 'P361']"
285,92,3,"['P2670', 'P361', 'P361']"
285,94,2,"['P2670', 'P361']"
285,97,2,"['P2670', 'P361']"
285,98,5,"['P2670', 'P361', 'P1889', 'P1382', 'P361']"
285,108,3,"['P2670', 'P361', 'P361']"
285,111,3,"['P2670', 'P361', 'P361']"
285,119,2,"['P2670', 'P361']"
285,123,2,"['P2670', 'P361']"
285,131,2,"['P2670', 'P361']"
285,191,2,"['P2670', 'P361']"
285,209,2,"['P2670', 'P361']"
285,240,2,"['P2670', 'P361']"
285,245,2,"['P2670', 'P361']"
285,6,1,['P361']
285,13,1,['P361']
